epoch,loss,lr,mae,val_loss,val_mae
30,0.039750441908836365,0.0005,0.1554432511329651,0.03201477229595184,0.13808105885982513
31,0.037255749106407166,0.0005,0.14660872519016266,0.031234728172421455,0.1497638076543808
32,0.03631329536437988,0.0005,0.14557448029518127,0.023054499179124832,0.11479981988668442
33,0.03565613925457001,0.0005,0.14321677386760712,0.02290215529501438,0.10582344233989716
34,0.03144700825214386,0.0005,0.13711905479431152,0.029239093884825706,0.1414007544517517
35,0.03204011172056198,0.0005,0.13647547364234924,0.023100929334759712,0.11452845484018326
36,0.033108651638031006,0.0005,0.13775230944156647,0.023549536243081093,0.11567103117704391
37,0.03348085284233093,0.0005,0.14027437567710876,0.025193292647600174,0.12603579461574554
38,0.03254970163106918,0.0005,0.1371230185031891,0.026216182857751846,0.1207352802157402
39,0.0326838456094265,0.0005,0.13708388805389404,0.049318257719278336,0.2055111676454544
40,0.03212738037109375,0.0005,0.13768354058265686,0.027273554354906082,0.12722115218639374
41,0.0301625058054924,0.0005,0.13172224164009094,0.027851475402712822,0.11907599866390228
42,0.03214557096362114,0.0005,0.13616153597831726,0.021906835958361626,0.11277563869953156
43,0.033222001045942307,0.0005,0.1395644098520279,0.12020550668239594,0.2260107696056366
44,0.031472448259592056,0.0005,0.1325802057981491,0.01709909550845623,0.09122143685817719
45,0.0313633568584919,0.0005,0.1362380087375641,0.015210946090519428,0.09639111161231995
46,0.03396164998412132,0.0005,0.13939669728279114,0.05255972594022751,0.1524360328912735
47,0.03215949609875679,0.0005,0.1368076056241989,0.0317828506231308,0.1306610107421875
48,0.031364526599645615,0.0005,0.13598836958408356,0.017942894250154495,0.09965198487043381
49,0.037932660430669785,0.0005,0.1473061442375183,0.10768947750329971,0.30221444368362427
50,44.5878791809082,0.0005,3.1808674335479736,23396610.0,2588.9638671875
51,4.519478797912598,0.0005,0.9820888042449951,1.709941029548645,1.025229811668396
52,0.1297386884689331,0.0005,0.2858249247074127,0.08283194154500961,0.23258687555789948
53,0.11073474586009979,0.0005,0.2613230347633362,0.13379976153373718,0.2964962422847748
54,0.08371526002883911,0.0005,0.23236536979675293,0.08044347912073135,0.22947363555431366
55,0.07070261985063553,0.0005,0.2071991115808487,0.06786002963781357,0.21877752244472504
56,0.07339369505643845,0.0005,0.2145119309425354,0.08329568058252335,0.23301957547664642
57,0.07038173079490662,0.0005,0.20910249650478363,0.07041952759027481,0.21283107995986938
58,0.0634339228272438,0.0005,0.19909948110580444,0.12408465892076492,0.2927635610103607
59,0.0725489929318428,0.0005,0.21230970323085785,0.07066137343645096,0.21129268407821655
60,0.0697423666715622,0.0005,0.20794051885604858,0.06978503614664078,0.2175322324037552
61,0.05989612266421318,0.0005,0.1928621381521225,0.04596167430281639,0.17299631237983704
62,0.0610138364136219,0.0005,0.19340583682060242,0.07202233374118805,0.22050268948078156
63,0.06628167629241943,0.0005,0.19795647263526917,0.05954839289188385,0.19990189373493195
64,0.05984639376401901,0.0005,0.19094941020011902,0.03907443955540657,0.15670719742774963
65,0.0589267760515213,0.0005,0.18997777998447418,0.047172512859106064,0.17060232162475586
66,0.05516790971159935,0.0005,0.18357358872890472,0.03937213495373726,0.1501692235469818
67,0.05646248534321785,0.0005,0.18483880162239075,0.035522785037755966,0.14440740644931793
68,0.056022364646196365,0.0005,0.1822282373905182,0.041590768843889236,0.15147076547145844
69,0.0574239119887352,0.0005,0.18521268665790558,0.04031043499708176,0.1582765281200409
70,0.05358601361513138,0.0005,0.17990030348300934,0.0407920740544796,0.1594562530517578
71,0.0526868961751461,0.0005,0.18013319373130798,0.034733109176158905,0.14561063051223755
72,0.05441518500447273,0.0005,0.18146443367004395,0.03844362497329712,0.1596323847770691
73,0.05147501826286316,0.0005,0.17390255630016327,0.03504873067140579,0.15240566432476044
74,0.05121231824159622,0.0005,0.1759597212076187,0.05492765083909035,0.1778777688741684
75,0.0520765483379364,0.0005,0.17642951011657715,0.04133881628513336,0.15038803219795227
76,0.05112249776721001,5.0000002e-05,0.17712315917015076,0.03852390497922897,0.15319566428661346
77,0.05058411881327629,5.0000002e-05,0.17435577511787415,0.03778897970914841,0.14704228937625885
78,0.04826768487691879,5.0000002e-05,0.1693248152732849,0.03494204208254814,0.1455772966146469
79,0.04843544214963913,5.0000002e-05,0.17046897113323212,0.03380991891026497,0.13989660143852234
80,0.04976552352309227,5.0000002e-05,0.17061521112918854,0.03380724415183067,0.137208491563797
81,0.04694206640124321,5.0000002e-05,0.16739550232887268,0.03500406816601753,0.14490890502929688
82,0.04868105426430702,5.0000002e-05,0.17173074185848236,0.036982059478759766,0.14852526783943176
83,0.04908427596092224,5.0000002e-05,0.1728861927986145,0.043546006083488464,0.1571003794670105
84,0.04953524470329285,5.0000002e-05,0.17379966378211975,0.03957654535770416,0.14681284129619598
85,0.04887885972857475,5.0000002e-05,0.17202012240886688,0.038419030606746674,0.15102463960647583
